H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
BKN011_ZEAHRFRACDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1023	1507	-0.1913043	-0.1913043	0.03190917	-5.995278	
BKN011_ZEAHRFRACDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1142	775	0.191445	0.191445	0.03646474	5.250139	
BKN014_ZEAHRFRADDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1409	588	0.4111167	0.4111167	0.03218199	12.77474	
BKN011_ZEAHRFRACDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1560	710	0.3744493	0.3744493	0.03122869	11.99055	
BKN014_ZEAHRFRADDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1950	699	0.4722537	0.4722537	0.02748489	17.1823	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	970	607	0.2301839	0.2301839	0.03536945	6.507986	
BKN011_ZEAHRFRACDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1143	969	0.08238636	0.08238636	0.03189081	2.583389	
BKN014_ZEAHRFRADDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1524	840	0.2893401	0.2893401	0.02918934	9.912526	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	822	1018	-0.1065217	-0.1065217	0.03274612	-3.252958	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	648	1168	-0.2863436	-0.2863436	0.03133053	-9.139443	
BKN011_ZEAHRFRACDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1465	1136	0.1264898	0.1264898	0.03224094	3.923267	
BKN014_ZEAHRFRADDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1715	1012	0.2577924	0.2577924	0.03014511	8.551716	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	830	1015	-0.100271	-0.100271	0.03596949	-2.787668	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	553	1050	-0.3100437	-0.3100437	0.03376384	-9.182713	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1004	949	0.0281618	0.0281618	0.03313655	0.8498713	
BKN011_ZEAHRFRACDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	935	1388	-0.1950065	-0.1950065	0.03119398	-6.251414	
BKN014_ZEAHRFRADDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	780	734	0.03038309	0.03038309	0.03779693	0.8038508	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	496	1163	-0.4020494	-0.4020494	0.03197498	-12.57388	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	613	1678	-0.4648625	-0.4648625	0.02798915	-16.60867	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	807	1340	-0.2482534	-0.2482534	0.02983551	-8.320736	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	850	1376	-0.2362983	-0.2362983	0.03131306	-7.546317	
BKN011_ZEAHRFRACDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1003	1205	-0.09148551	-0.09148551	0.0336295	-2.720395	
BKN014_ZEAHRFRADDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1189	870	0.1549296	0.1549296	0.03516911	4.405274	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	870	1467	-0.2554557	-0.2554557	0.03255266	-7.84746	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	662	1628	-0.4218341	-0.4218341	0.02848864	-14.8071	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	811	1212	-0.1982205	-0.1982205	0.03087823	-6.419424	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	971	1400	-0.1809363	-0.1809363	0.03098473	-5.839531	
BKN026_ZEAHRFRANDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1038	824	0.1149302	0.1149302	0.03670852	3.130886	
BKN011_ZEAHRFRACDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	892	1295	-0.1842707	-0.1842707	0.03330409	-5.532974	
BKN014_ZEAHRFRADDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1269	1206	0.02545455	0.02545455	0.0331583	0.7676673	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	800	1469	-0.2948435	-0.2948435	0.03402243	-8.666151	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	590	1611	-0.4638801	-0.4638801	0.02957659	-15.68403	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	637	1159	-0.2906459	-0.2906459	0.03254667	-8.930127	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	797	1345	-0.2558357	-0.2558357	0.03305646	-7.739356	
BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	988	978	0.00508647	0.00508647	0.03545819	0.1434498	
BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	808	994	-0.1032186	-0.1032186	0.03652296	-2.826131	
BKN011_ZEAHRFRACDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	957	1039	-0.04108216	-0.04108216	0.03502149	-1.173056	
BKN014_ZEAHRFRADDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1437	1000	0.1793188	0.1793188	0.03255414	5.508327	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	651	965	-0.1943069	-0.1943069	0.03646272	-5.32892	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	486	1150	-0.405868	-0.405868	0.03277364	-12.38398	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	963	1084	-0.05911089	-0.05911089	0.03171403	-1.863872	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	844	1023	-0.09587574	-0.09587574	0.03531058	-2.715213	
BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1250	815	0.2106538	0.2106538	0.03219043	6.543986	
BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1294	1066	0.09661017	0.09661017	0.03215993	3.004055	
BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN009_ZEAHRFRAADIAAPE.bam	1261	970	0.1304348	0.1304348	0.0332887	3.91829	
BKN009_ZEAHRFRAADIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1173	1507	-0.1246269	-0.1246269	0.03131097	-3.980294	
BKN009_ZEAHRFRAADIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	908	775	0.07902555	0.07902555	0.03731128	2.118007	
BKN014_ZEAHRFRADDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1101	672	0.2419628	0.2419628	0.03453009	7.007303	
BKN009_ZEAHRFRAADIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	689	710	-0.01501072	-0.01501072	0.03988089	-0.3763889	
BKN014_ZEAHRFRADDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1322	1046	0.1165541	0.1165541	0.03291234	3.541348	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	621	748	-0.09276844	-0.09276844	0.0379482	-2.444607	
BKN009_ZEAHRFRAADIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	783	969	-0.1061644	-0.1061644	0.03421176	-3.103154	
BKN014_ZEAHRFRADDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1364	1139	0.08989213	0.08989213	0.03111762	2.888785	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	832	1031	-0.106817	-0.106817	0.03375752	-3.164242	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	761	882	-0.07364577	-0.07364577	0.03338821	-2.205742	
BKN009_ZEAHRFRAADIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	643	1136	-0.277122	-0.277122	0.03543708	-7.820113	
BKN014_ZEAHRFRADDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1119	1289	-0.07059801	-0.07059801	0.03204958	-2.202775	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	482	1071	-0.3792659	-0.3792659	0.03407196	-11.13132	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	489	973	-0.3310534	-0.3310534	0.03434062	-9.640284	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	696	1019	-0.1883382	-0.1883382	0.03433578	-5.485188	
BKN009_ZEAHRFRAADIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	839	1388	-0.24652	-0.24652	0.03096028	-7.96246	
BKN014_ZEAHRFRADDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	596	808	-0.1509972	-0.1509972	0.03845088	-3.927015	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	440	1036	-0.403794	-0.403794	0.03290085	-12.27306	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	795	1204	-0.2046023	-0.2046023	0.03300134	-6.199818	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	898	1286	-0.1776557	-0.1776557	0.03111458	-5.709725	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	986	995	-0.00454316	-0.00454316	0.03371287	-0.1347604	
BKN009_ZEAHRFRAADIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1044	1205	-0.07158737	-0.07158737	0.03339979	-2.143348	
BKN014_ZEAHRFRADDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1173	994	0.08260268	0.08260268	0.03628619	2.276422	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1019	1248	-0.1010146	-0.1010146	0.034208	-2.952951	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	913	1070	-0.07917297	-0.07917297	0.0340918	-2.322346	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1058	1049	0.004271476	0.004271476	0.03242873	0.1317189	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1376	961	0.1775781	0.1775781	0.03246119	5.470474	
BKN026_ZEAHRFRANDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1096	725	0.2037342	0.2037342	0.0363711	5.601542	
BKN009_ZEAHRFRAADIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	923	1295	-0.1677187	-0.1677187	0.03271406	-5.126807	
BKN014_ZEAHRFRADDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1275	1287	-0.004683841	-0.004683841	0.03272731	-0.1431172	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	912	1335	-0.188251	-0.188251	0.03432815	-5.483867	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	872	1153	-0.1387654	-0.1387654	0.03401944	-4.079004	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	796	945	-0.085583	-0.085583	0.03382692	-2.530026	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1082	883	0.1012723	0.1012723	0.03486513	2.904686	
BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1105	990	0.0548926	0.0548926	0.03470434	1.581721	
BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	825	1000	-0.09589041	-0.09589041	0.03592292	-2.669338	
BKN009_ZEAHRFRAADIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	958	1039	-0.04056084	-0.04056084	0.03582095	-1.132322	
BKN014_ZEAHRFRADDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1156	959	0.09314421	0.09314421	0.03312045	2.812287	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	583	791	-0.1513828	-0.1513828	0.03773803	-4.011413	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	737	823	-0.05512821	-0.05512821	0.03914956	-1.408144	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1081	1014	0.03198091	0.03198091	0.03299004	0.969411	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1083	759	0.1758958	0.1758958	0.03503749	5.020216	
BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1154	704	0.2421959	0.2421959	0.03235578	7.4854	
BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1253	1273	-0.007917656	-0.007917656	0.03299043	-0.2399986	
BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	1303	1093	0.08764608	0.08764608	0.03326087	2.63511	
BKN009_ZEAHRFRAADIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1173	1023	0.06830601	0.06830601	0.03527024	1.936647	
BKN009_ZEAHRFRAADIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1295	588	0.3754647	0.3754647	0.03347636	11.21581	
BKN011_ZEAHRFRACDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1227	672	0.2922591	0.2922591	0.03457835	8.452084	
BKN009_ZEAHRFRAADIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	632	699	-0.05033809	-0.05033809	0.04081598	-1.233294	
BKN011_ZEAHRFRACDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	868	1046	-0.09299896	-0.09299896	0.03614337	-2.573057	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	441	1131	-0.4389313	-0.4389313	0.03234028	-13.57228	
BKN009_ZEAHRFRAADIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	607	840	-0.1610228	-0.1610228	0.03532876	-4.557839	
BKN011_ZEAHRFRACDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	787	1139	-0.1827622	-0.1827622	0.03388388	-5.39378	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	575	1288	-0.382716	-0.382716	0.03145423	-12.16739	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	661	788	-0.08764665	-0.08764665	0.03541493	-2.47485	
BKN009_ZEAHRFRAADIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	595	1012	-0.2594897	-0.2594897	0.0376885	-6.885117	
BKN011_ZEAHRFRACDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	799	1289	-0.2346743	-0.2346743	0.03429618	-6.842579	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	329	1279	-0.590796	-0.590796	0.02995491	-19.72284	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	492	771	-0.2209026	-0.2209026	0.03808499	-5.800254	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	687	911	-0.1401752	-0.1401752	0.03608792	-3.88427	
BKN009_ZEAHRFRAADIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1749	734	0.4087797	0.4087797	0.02829107	14.44907	
BKN011_ZEAHRFRACDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1710	808	0.3582208	0.3582208	0.02954394	12.12502	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1002	741	0.1497418	0.1497418	0.03519113	4.255102	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1587	691	0.3933275	0.3933275	0.02991252	13.14926	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1718	711	0.4145739	0.4145739	0.02863252	14.47913	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1818	556	0.5315922	0.5315922	0.02700191	19.68721	
BKN009_ZEAHRFRAADIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1464	870	0.2544987	0.2544987	0.03202903	7.945876	
BKN011_ZEAHRFRACDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1446	994	0.1852459	0.1852459	0.03350499	5.528904	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1130	1314	-0.07528642	-0.07528642	0.03384642	-2.224354	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1402	757	0.2987494	0.2987494	0.03124559	9.561332	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1507	704	0.3631841	0.3631841	0.0306818	11.83712	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1531	671	0.390554	0.390554	0.030318	12.88192	
BKN026_ZEAHRFRANDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	793	1242	-0.2206388	-0.2206388	0.03541904	-6.229385	
BKN009_ZEAHRFRAADIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	846	1206	-0.1754386	-0.1754386	0.03364428	-5.214515	
BKN011_ZEAHRFRACDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	809	1287	-0.2280534	-0.2280534	0.03278872	-6.95524	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	569	1434	-0.4318522	-0.4318522	0.03231905	-13.36216	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	861	1018	-0.08355508	-0.08355508	0.0344827	-2.423101	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	806	903	-0.05675834	-0.05675834	0.03456202	-1.642217	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	963	868	0.05188422	0.05188422	0.03574237	1.451617	
BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	535	1734	-0.5284266	-0.5284266	0.02915686	-18.12358	
BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	527	1388	-0.4496084	-0.4496084	0.03208144	-14.01459	
BKN009_ZEAHRFRAADIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	996	1000	-0.002004008	-0.002004008	0.03754609	-0.05337461	
BKN011_ZEAHRFRACDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	755	959	-0.1190198	-0.1190198	0.03632787	-3.276268	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	472	1091	-0.3960333	-0.3960333	0.0339285	-11.67258	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	775	694	0.05513955	0.05513955	0.03857622	1.429366	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	1008	802	0.1138122	0.1138122	0.03439992	3.3085	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	965	604	0.2300829	0.2300829	0.03759207	6.120516	
BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	691	1501	-0.3695255	-0.3695255	0.03039222	-12.15856	
BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	941	1466	-0.2181138	-0.2181138	0.03187389	-6.843026	
